locus_tag	ftype	length_bp	gene	EC_number	COG	product
MBNEHJNM_01295	CDS	825	dppA	3.4.11.-	COG2362	D-aminopeptidase
MBNEHJNM_01296	CDS	927	dppB_2		COG0601	Dipeptide transport system permease protein DppB
MBNEHJNM_01297	CDS	948	dppC		COG1173	Dipeptide transport system permease protein DppC
MBNEHJNM_01298	CDS	1029	oppD_3		COG0444	Oligopeptide transport ATP-binding protein OppD
MBNEHJNM_01299	CDS	1620	dppE		COG4166	Dipeptide-binding protein DppE
MBNEHJNM_01300	CDS	936	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
MBNEHJNM_01301	CDS	1098	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
MBNEHJNM_01302	CDS	900	ykfC	3.4.14.13	COG0791	Gamma-D-glutamyl-L-lysine dipeptidyl-peptidase
MBNEHJNM_01303	CDS	972	oppF_3		COG4608	Oligopeptide transport ATP-binding protein OppF
MBNEHJNM_01304	CDS	1050	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
MBNEHJNM_01305	CDS	861		3.5.3.18	COG1834	N(G),N(G)-dimethylarginine dimethylaminohydrolase
MBNEHJNM_01306	CDS	519		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
MBNEHJNM_01307	CDS	546				hypothetical protein
MBNEHJNM_01308	CDS	339	ykkC		COG2076	Multidrug resistance protein YkkC
MBNEHJNM_01309	CDS	315	ykkD		COG2076	Multidrug resistance protein YkkD
MBNEHJNM_01310	CDS	903	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
MBNEHJNM_01311	CDS	1113	proB_1	2.7.2.11	COG0263	Glutamate 5-kinase 1
MBNEHJNM_01312	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
MBNEHJNM_01313	CDS	426	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
MBNEHJNM_01314	CDS	510	ohrR_3			Organic hydroperoxide resistance transcriptional regulator
MBNEHJNM_01315	CDS	411	ohrB		COG1764	Organic hydroperoxide resistance protein OhrB
MBNEHJNM_01316	CDS	585	levS	2.4.1.10		Levansucrase
MBNEHJNM_01317	CDS	462				hypothetical protein
MBNEHJNM_01318	CDS	1128	sunS_2	2.4.1.-	COG0463	SPBc2 prophage-derived glycosyltransferase SunS
MBNEHJNM_01319	CDS	1098				hypothetical protein
MBNEHJNM_01320	CDS	1185	hcaT			putative 3-phenylpropionic acid transporter
MBNEHJNM_01321	CDS	684	yeiL		COG0664	Regulatory protein YeiL
MBNEHJNM_01322	CDS	2289	metE_1	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MBNEHJNM_01323	CDS	960	isp	3.4.21.-	COG1404	Major intracellular serine protease
MBNEHJNM_01324	CDS	834	rsbRB		COG1366	RsbT co-antagonist protein RsbRB
MBNEHJNM_01325	CDS	762	ykoC			Putative HMP/thiamine permease protein YkoC
MBNEHJNM_01326	CDS	1638	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
MBNEHJNM_01327	CDS	600	ykoE		COG4721	Putative HMP/thiamine permease protein YkoE
MBNEHJNM_01328	CDS	1263	ydhD	3.2.-.-	COG3858	Putative sporulation-specific glycosylase YdhD
MBNEHJNM_01329	CDS	138				hypothetical protein
MBNEHJNM_01330	CDS	1356	mgtE		COG2239	Magnesium transporter MgtE
MBNEHJNM_01331	CDS	333	tnrA		COG0789	HTH-type transcriptional regulator TnrA
MBNEHJNM_01332	CDS	156				hypothetical protein
MBNEHJNM_01333	CDS	183	ykoL			Stress response protein YkoL
MBNEHJNM_01334	CDS	462	mhqR_2		COG1846	HTH-type transcriptional regulator MhqR
MBNEHJNM_01335	CDS	555				hypothetical protein
MBNEHJNM_01336	CDS	1836	ligd		COG1793	Bifunctional non-homologous end joining protein LigD
MBNEHJNM_01337	CDS	882	ku		COG1273	Non-homologous end joining protein Ku
MBNEHJNM_01338	CDS	570	dedA_2		COG0586	Protein DedA
MBNEHJNM_01339	CDS	783				hypothetical protein
MBNEHJNM_01340	CDS	756	sigI			RNA polymerase sigma factor SigI
MBNEHJNM_01341	CDS	1170	rsgI			Anti-sigma-I factor RsgI
MBNEHJNM_01342	CDS	195	sspD			Small, acid-soluble spore protein D
MBNEHJNM_01343	CDS	702				hypothetical protein
MBNEHJNM_01344	CDS	894	htpX_2	3.4.24.-	COG0501	Protease HtpX
MBNEHJNM_01345	CDS	1353	ktrB		COG0168	Ktr system potassium uptake protein B
MBNEHJNM_01346	CDS	777				hypothetical protein
MBNEHJNM_01347	CDS	171				hypothetical protein
MBNEHJNM_01348	CDS	1023				hypothetical protein
MBNEHJNM_01349	CDS	2220	kinE	2.7.13.3	COG2202	Sporulation kinase E
MBNEHJNM_01350	CDS	498	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, constitutive
MBNEHJNM_01351	CDS	120				hypothetical protein
MBNEHJNM_01352	CDS	1062	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
MBNEHJNM_01353	CDS	1185	mtnK	2.7.1.100	COG4857	Methylthioribose kinase
MBNEHJNM_01354	CDS	780	yafV_2	3.5.1.3		Omega-amidase YafV
MBNEHJNM_01355	CDS	1197	bacF_1	2.6.1.-	COG0436	Transaminase BacF
MBNEHJNM_01356	CDS	1215	mtnW	5.3.2.5	COG1850	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
MBNEHJNM_01357	CDS	705	mtnX	3.1.3.87	COG4359	2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate phosphatase
MBNEHJNM_01358	CDS	630	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
MBNEHJNM_01359	CDS	537	mtnD	1.13.11.54	COG1791	Acireductone dioxygenase
MBNEHJNM_01360	CDS	261	spo0E	3.1.3.-		Aspartyl-phosphate phosphatase Spo0E
MBNEHJNM_01361	CDS	1500	kinD	2.7.13.3		Sporulation kinase D
MBNEHJNM_01362	CDS	447	mhqR_3		COG1846	HTH-type transcriptional regulator MhqR
MBNEHJNM_01363	CDS	786	motB		COG1360	Motility protein B
MBNEHJNM_01364	CDS	816	pomA_1		COG1291	Chemotaxis protein PomA
MBNEHJNM_01365	CDS	2097	clpE		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpE
MBNEHJNM_01366	CDS	1038				hypothetical protein
MBNEHJNM_01367	CDS	1122				hypothetical protein
MBNEHJNM_01368	CDS	660	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MBNEHJNM_01369	CDS	444	queD	4.1.2.50	COG0720	6-carboxy-5,6,7,8-tetrahydropterin synthase
MBNEHJNM_01370	CDS	732	queE_2	4.3.99.3	COG0602	7-carboxy-7-deazaguanine synthase
MBNEHJNM_01371	CDS	495	queF_1	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MBNEHJNM_01372	CDS	174				hypothetical protein
MBNEHJNM_01373	CDS	342	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
MBNEHJNM_01374	CDS	747	gdhIV	1.1.1.47	COG1028	Glucose 1-dehydrogenase 4
MBNEHJNM_01375	CDS	198	queF_2	1.7.1.13	COG0780	NADPH-dependent 7-cyano-7-deazaguanine reductase
MBNEHJNM_01376	CDS	276	ykvR			putative protein YkvR
MBNEHJNM_01377	CDS	186				hypothetical protein
MBNEHJNM_01378	CDS	195				hypothetical protein
MBNEHJNM_01379	CDS	624	ykvT		COG3773	putative protein YkvT
MBNEHJNM_01380	CDS	1341	ykvU		COG2244	Sporulation protein YkvU
MBNEHJNM_01381	CDS	495	stoA		COG0526	Sporulation thiol-disulfide oxidoreductase A
MBNEHJNM_01382	CDS	1914	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
MBNEHJNM_01383	CDS	1095		3.4.-.-		putative peptidase
MBNEHJNM_01384	CDS	126				hypothetical protein
MBNEHJNM_01385	CDS	966	ccpB_1			Catabolite control protein B
MBNEHJNM_01386	CDS	846	glcT		COG3711	PtsGHI operon antiterminator
MBNEHJNM_01387	CDS	2097	ptsG	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
MBNEHJNM_01388	CDS	267	ptsH		COG1925	Phosphocarrier protein HPr
MBNEHJNM_01389	CDS	1716	ptsI	2.7.3.9	COG1080	Phosphoenolpyruvate-protein phosphotransferase
MBNEHJNM_01390	CDS	240				hypothetical protein
MBNEHJNM_01391	CDS	1029	splB	4.1.99.14	COG1533	Spore photoproduct lyase
MBNEHJNM_01392	CDS	1968	mcpC		COG0840	Methyl-accepting chemotaxis protein McpC
MBNEHJNM_01393	CDS	867	garR_2	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MBNEHJNM_01394	CDS	390				hypothetical protein
MBNEHJNM_01395	CDS	786				hypothetical protein
MBNEHJNM_01396	CDS	2133	pbpH_1		COG0768	Penicillin-binding protein H
MBNEHJNM_01397	CDS	1413	kinA_1	2.7.13.3	COG0642	Sporulation kinase A
MBNEHJNM_01398	CDS	465	kinA_2	2.7.13.3	COG0642	Sporulation kinase A
MBNEHJNM_01399	CDS	1170	patA_1	2.6.1.-	COG0436	Putative N-acetyl-LL-diaminopimelate aminotransferase
MBNEHJNM_01400	CDS	162				hypothetical protein
MBNEHJNM_01401	CDS	912	cheV		COG0784	Chemotaxis protein CheV
MBNEHJNM_01402	CDS	465				hypothetical protein
MBNEHJNM_01403	CDS	1293				hypothetical protein
MBNEHJNM_01404	CDS	501	ykuD_1	2.-.-.-	COG1376	Putative L,D-transpeptidase YkuD
MBNEHJNM_01405	CDS	864	lpxG	3.6.1.-	COG1408	UDP-2,3-diacylglucosamine pyrophosphatase LpxG
MBNEHJNM_01406	CDS	765	fadH	1.3.1.34	COG1028	putative 2,4-dienoyl-CoA reductase
MBNEHJNM_01407	CDS	1221	ykuI		COG2200	putative EAL-domain containing protein YkuI
MBNEHJNM_01408	CDS	240	ykuJ		COG4703	putative protein YkuJ
MBNEHJNM_01409	CDS	519				hypothetical protein
MBNEHJNM_01410	CDS	192	ykzF			putative protein YkzF
MBNEHJNM_01411	CDS	444	ykuL		COG0517	CBS domain-containing protein YkuL
MBNEHJNM_01412	CDS	882	cysB_1			HTH-type transcriptional regulator CysB
MBNEHJNM_01413	CDS	474				Flavodoxin
MBNEHJNM_01414	CDS	894				hypothetical protein
MBNEHJNM_01415	CDS	456			COG0716	Flavodoxin
MBNEHJNM_01416	CDS	711	dapH_1	2.3.1.89	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MBNEHJNM_01417	CDS	1125	ykuR	3.5.1.47	COG1473	N-acetyldiaminopimelate deacetylase
MBNEHJNM_01418	CDS	246				hypothetical protein
MBNEHJNM_01419	CDS	807	ykuT		COG0668	putative MscS family protein YkuT
MBNEHJNM_01420	CDS	459	ykuV	1.8.-.-	COG0526	Thiol-disulfide oxidoreductase YkuV
MBNEHJNM_01421	CDS	597	rok			Repressor Rok
MBNEHJNM_01422	CDS	993				Sporulation protein cse15
MBNEHJNM_01423	CDS	603	mobA	2.7.7.77		putative molybdenum cofactor guanylyltransferase
MBNEHJNM_01424	CDS	1020	ttuC_2	2.7.7.80	COG0476	Sulfur carrier protein adenylyltransferase
MBNEHJNM_01425	CDS	1293	moeA	2.10.1.1		Molybdopterin molybdenumtransferase
MBNEHJNM_01426	CDS	522	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
MBNEHJNM_01427	CDS	471	moaE	2.8.1.12		Molybdopterin synthase catalytic subunit
MBNEHJNM_01428	CDS	234	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
MBNEHJNM_01429	CDS	699	yknW			Membrane protein YknW
MBNEHJNM_01430	CDS	1137	yknX		COG0845	Putative efflux system component YknX
MBNEHJNM_01431	CDS	693	yknY	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
MBNEHJNM_01432	CDS	1194	yknZ		COG0577	putative ABC transporter permease YknZ
MBNEHJNM_01433	CDS	756	glcR_1		COG1349	HTH-type transcriptional repressor GlcR
MBNEHJNM_01434	CDS	912	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
MBNEHJNM_01435	CDS	1902	fruA		COG1299	PTS system fructose-specific EIIABC component
MBNEHJNM_01436	CDS	582	sipT	3.4.21.89	COG0681	Signal peptidase I T
MBNEHJNM_01437	CDS	270				hypothetical protein
MBNEHJNM_01438	CDS	1620	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
MBNEHJNM_01439	CDS	909	panE_1	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MBNEHJNM_01440	CDS	1233		3.4.11.-		Aminopeptidase 2
MBNEHJNM_01441	CDS	135				hypothetical protein
MBNEHJNM_01442	CDS	1020	mreBH		COG1077	Protein MreBH
MBNEHJNM_01443	CDS	285	abh		COG2002	Putative transition state regulator Abh
MBNEHJNM_01444	CDS	1305	kinA_3	2.7.13.3	COG0642	Sporulation kinase A
MBNEHJNM_01445	CDS	828	ykqA	2.3.2.-	COG2105	Putative gamma-glutamylcyclotransferase YkqA
MBNEHJNM_01446	CDS	666	ktrA_1		COG0569	Ktr system potassium uptake protein A
MBNEHJNM_01447	CDS	1734	adeC	3.5.4.2		Adenine deaminase
MBNEHJNM_01448	CDS	1668	rnjA	3.1.-.-	COG0595	Ribonuclease J1
MBNEHJNM_01449	CDS	210				hypothetical protein
MBNEHJNM_01450	CDS	774				Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase
MBNEHJNM_01451	CDS	555	defB	3.5.1.88	COG0242	Peptide deformylase 2
MBNEHJNM_01452	CDS	189				hypothetical protein
MBNEHJNM_01453	CDS	639				hypothetical protein
MBNEHJNM_01454	CDS	2307	baeE_1		COG0331	Polyketide biosynthesis protein BaeE
MBNEHJNM_01455	CDS	12261	pksJ_1		COG0318	Polyketide synthase PksJ
MBNEHJNM_01456	CDS	4773	pksL_1		COG3321	Polyketide synthase PksL
MBNEHJNM_01457	CDS	8709	pksN_1	2.3.1.-	COG1020	Polyketide synthase PksN
MBNEHJNM_01458	CDS	7005	pksJ_2		COG0318	Polyketide synthase PksJ
MBNEHJNM_01459	CDS	5712	pksL_2		COG3321	Polyketide synthase PksL
MBNEHJNM_01460	CDS	7380	pksL_3		COG3321	Polyketide synthase PksL
MBNEHJNM_01461	CDS	3852	pksJ_3		COG0318	Polyketide synthase PksJ
MBNEHJNM_01462	CDS	1092	pbpX_1		COG1680	Putative penicillin-binding protein PbpX
MBNEHJNM_01463	CDS	1116	pdhA	1.2.4.1	COG1071	Pyruvate dehydrogenase E1 component subunit alpha
MBNEHJNM_01464	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
MBNEHJNM_01465	CDS	1329	pdhC_2	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MBNEHJNM_01466	CDS	1413	pdhD_2	1.8.1.4		Dihydrolipoyl dehydrogenase
MBNEHJNM_01467	CDS	375				hypothetical protein
MBNEHJNM_01468	CDS	801				Bifunctional xylanase/deacetylase
MBNEHJNM_01469	CDS	1473	speA_2	4.1.1.19	COG1982	Arginine decarboxylase
MBNEHJNM_01470	CDS	267				hypothetical protein
MBNEHJNM_01471	CDS	633				hypothetical protein
MBNEHJNM_01472	CDS	177				hypothetical protein
MBNEHJNM_01473	CDS	798	suhB	3.1.3.25	COG0483	Inositol-1-monophosphatase
MBNEHJNM_01474	CDS	453				hypothetical protein
MBNEHJNM_01475	CDS	1566	npr	3.4.24.28	COG3227	Bacillolysin
MBNEHJNM_01476	CDS	1074				hypothetical protein
MBNEHJNM_01477	CDS	780				hypothetical protein
MBNEHJNM_01478	CDS	270				hypothetical protein
MBNEHJNM_01479	CDS	522	ylaC			RNA polymerase sigma factor YlaC
MBNEHJNM_01480	CDS	294				hypothetical protein
MBNEHJNM_01481	CDS	618				hypothetical protein
MBNEHJNM_01482	CDS	189				hypothetical protein
MBNEHJNM_01483	CDS	1839	typA		COG1217	GTP-binding protein TypA/BipA
MBNEHJNM_01484	CDS	321				hypothetical protein
MBNEHJNM_01485	CDS	210				hypothetical protein
MBNEHJNM_01486	CDS	624				hypothetical protein
MBNEHJNM_01487	CDS	1329			COG1702	PhoH-like protein
MBNEHJNM_01488	CDS	477				hypothetical protein
MBNEHJNM_01489	CDS	930	glsA2	3.5.1.2	COG2066	Glutaminase 2
MBNEHJNM_01490	CDS	282				hypothetical protein
MBNEHJNM_01491	CDS	1212	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MBNEHJNM_01492	CDS	3447	cfiB_1	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
MBNEHJNM_01493	CDS	927	ctaA	1.3.-.-	COG1612	Heme A synthase
MBNEHJNM_01494	CDS	918	ctaB2	2.5.1.-	COG0109	Protoheme IX farnesyltransferase 2
MBNEHJNM_01495	CDS	1071	ctaC	1.9.3.1		Cytochrome c oxidase subunit 2
MBNEHJNM_01496	CDS	1869	ctaD	1.9.3.1		Cytochrome c oxidase subunit 1
MBNEHJNM_01497	CDS	624	ctaE	1.9.3.1		Cytochrome c oxidase subunit 3
MBNEHJNM_01498	CDS	333	caaD	1.9.3.1		Cytochrome c oxidase subunit 4B
MBNEHJNM_01499	CDS	885				hypothetical protein
MBNEHJNM_01500	CDS	360				hypothetical protein
MBNEHJNM_01501	CDS	444	hrp1_2			Hypoxic response protein 1
MBNEHJNM_01502	CDS	1041				hypothetical protein
MBNEHJNM_01503	CDS	411				hypothetical protein
MBNEHJNM_01504	CDS	240				hypothetical protein
MBNEHJNM_01505	CDS	450				hypothetical protein
MBNEHJNM_01506	CDS	276				hypothetical protein
MBNEHJNM_01507	CDS	177				hypothetical protein
MBNEHJNM_01508	CDS	510	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MBNEHJNM_01509	CDS	483	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
MBNEHJNM_01510	CDS	1227	ylbJ		COG3314	Sporulation integral membrane protein YlbJ
MBNEHJNM_01511	CDS	780			COG1752	putative NTE family protein
MBNEHJNM_01512	CDS	1023	ylbL		COG3480	putative protein YlbL
MBNEHJNM_01513	CDS	1248				hypothetical protein
MBNEHJNM_01514	CDS	519			COG1399	putative protein
MBNEHJNM_01515	CDS	180	rpmF		COG0333	50S ribosomal protein L32
MBNEHJNM_01516	CDS	576	rsfA_1			Prespore-specific transcriptional regulator RsfA
MBNEHJNM_01517	CDS	483	ylbP	2.3.1.-		putative N-acetyltransferase YlbP
MBNEHJNM_01518	CDS	921	panE_2	1.1.1.169	COG1893	putative 2-dehydropantoate 2-reductase
MBNEHJNM_01519	CDS	1677	bshC	6.-.-.-	COG4365	Putative cysteine ligase BshC
MBNEHJNM_01520	CDS	465	mraZ			Transcriptional regulator MraZ
MBNEHJNM_01521	CDS	936	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
MBNEHJNM_01522	CDS	354	ftsL		COG4839	Cell division protein FtsL
MBNEHJNM_01523	CDS	2145	pbpB		COG0768	Penicillin-binding protein 2B
MBNEHJNM_01524	CDS	1920	spoVD		COG0768	Stage V sporulation protein D
MBNEHJNM_01525	CDS	1473	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
MBNEHJNM_01526	CDS	975	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
MBNEHJNM_01527	CDS	1356	murD	6.3.2.9		UDP-N-acetylmuramoylalanine--D-glutamate ligase
MBNEHJNM_01528	CDS	1026	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
MBNEHJNM_01529	CDS	1092	murG_1	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
MBNEHJNM_01530	CDS	912	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
MBNEHJNM_01531	CDS	789	divIB		COG1589	Cell division protein DivIB
MBNEHJNM_01532	CDS	1314	ftsA		COG0849	Cell division protein FtsA
MBNEHJNM_01533	CDS	1149	ftsZ		COG0206	Cell division protein FtsZ
MBNEHJNM_01534	CDS	108				hypothetical protein
MBNEHJNM_01535	CDS	4296	bpr	3.4.21.-	COG1404	Bacillopeptidase F
MBNEHJNM_01536	CDS	930	spoIIGA	3.4.23.-		Sporulation sigma-E factor-processing peptidase
MBNEHJNM_01537	CDS	720	sigE		COG1191	RNA polymerase sigma-E factor
MBNEHJNM_01538	CDS	783	sigG		COG1191	RNA polymerase sigma-G factor
MBNEHJNM_01539	CDS	798	ylmA	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
MBNEHJNM_01540	CDS	1281	ylmB_1	3.5.1.-	COG0624	N-formyl-4-amino-5-aminomethyl-2-methylpyrimidine deformylase
MBNEHJNM_01541	CDS	252				hypothetical protein
MBNEHJNM_01542	CDS	837		1.10.3.-	COG1496	Polyphenol oxidase
MBNEHJNM_01543	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MBNEHJNM_01544	CDS	459	sepF		COG1799	Cell division protein SepF
MBNEHJNM_01545	CDS	279				hypothetical protein
MBNEHJNM_01546	CDS	771				hypothetical protein
MBNEHJNM_01547	CDS	495	divIVA		COG3599	Septum site-determining protein DivIVA
MBNEHJNM_01548	CDS	2766	ileS	6.1.1.5	COG0060	Isoleucine--tRNA ligase
MBNEHJNM_01549	CDS	372	yocK_1		COG1734	General stress protein 16O
MBNEHJNM_01550	CDS	462	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
MBNEHJNM_01551	CDS	915	rluD_3	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
MBNEHJNM_01552	CDS	546	pyrR		COG2065	Bifunctional protein PyrR
MBNEHJNM_01553	CDS	1311	pyrP			Uracil permease
MBNEHJNM_01554	CDS	915	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
MBNEHJNM_01555	CDS	1287	pyrC	3.5.2.3	COG0044	Dihydroorotase
MBNEHJNM_01556	CDS	1095	carA_2	6.3.5.5		Carbamoyl-phosphate synthase small chain
MBNEHJNM_01557	CDS	3216	carB_2	6.3.5.5		Carbamoyl-phosphate synthase large chain
MBNEHJNM_01558	CDS	771	pyrK		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
MBNEHJNM_01559	CDS	936	pyrD	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
MBNEHJNM_01560	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
MBNEHJNM_01561	CDS	633	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MBNEHJNM_01562	CDS	213				hypothetical protein
MBNEHJNM_01563	CDS	702	cysH	1.8.4.8	COG0175	Phosphoadenosine phosphosulfate reductase
MBNEHJNM_01564	CDS	1065	cysP		COG0306	Sulfate permease CysP
MBNEHJNM_01565	CDS	1149	sat	2.7.7.4	COG2046	Sulfate adenylyltransferase
MBNEHJNM_01566	CDS	594	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
MBNEHJNM_01567	CDS	774	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
MBNEHJNM_01568	CDS	786	sirB	4.99.1.4	COG2138	Sirohydrochlorin ferrochelatase
MBNEHJNM_01569	CDS	489	sirC	1.3.1.76		Precorrin-2 dehydrogenase
MBNEHJNM_01570	CDS	1716	yloA		COG1293	putative protein YloA
MBNEHJNM_01571	CDS	2673	yloB	3.6.3.8	COG0474	Calcium-transporting ATPase
MBNEHJNM_01572	CDS	885				hypothetical protein
MBNEHJNM_01573	CDS	270				hypothetical protein
MBNEHJNM_01574	CDS	615	gmk	2.7.4.8	COG0194	Guanylate kinase
MBNEHJNM_01575	CDS	204	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MBNEHJNM_01576	CDS	1221	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MBNEHJNM_01577	CDS	2412	priA_2	3.6.4.-	COG1198	Primosomal protein N'
MBNEHJNM_01578	CDS	483	def1	3.5.1.88	COG0242	Peptide deformylase 1
MBNEHJNM_01579	CDS	936	fmt	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
MBNEHJNM_01580	CDS	1344	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MBNEHJNM_01581	CDS	1092	rlmN	2.1.1.192		putative dual-specificity RNA methyltransferase RlmN
MBNEHJNM_01582	CDS	762	prpC	3.1.3.16	COG0631	Protein phosphatase PrpC
MBNEHJNM_01583	CDS	1944	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
MBNEHJNM_01584	CDS	891	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
MBNEHJNM_01585	CDS	651	rpe	5.1.3.1		Ribulose-phosphate 3-epimerase
MBNEHJNM_01586	CDS	645	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
MBNEHJNM_01587	CDS	189	rpmB		COG0227	50S ribosomal protein L28
MBNEHJNM_01588	CDS	363				putative protein
MBNEHJNM_01589	CDS	1668				putative protein
MBNEHJNM_01590	CDS	663	sdhB	4.3.1.17		L-serine dehydratase, beta chain
MBNEHJNM_01591	CDS	903	sdhA	4.3.1.17		L-serine dehydratase, alpha chain
MBNEHJNM_01592	CDS	2049	recG	3.6.4.12		ATP-dependent DNA helicase RecG
MBNEHJNM_01593	CDS	567	fapR		COG2050	Transcription factor FapR
MBNEHJNM_01594	CDS	999	plsX	2.3.1.-	COG0416	Phosphate acyltransferase
MBNEHJNM_01595	CDS	954	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
MBNEHJNM_01596	CDS	741	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MBNEHJNM_01597	CDS	234	acpA		COG0236	Acyl carrier protein
MBNEHJNM_01598	CDS	750	rnc	3.1.26.3	COG0571	Ribonuclease 3
MBNEHJNM_01599	CDS	3561	smc		COG1196	Chromosome partition protein Smc
MBNEHJNM_01600	CDS	990	ftsY		COG0552	Signal recognition particle receptor FtsY
MBNEHJNM_01601	CDS	771				hypothetical protein
MBNEHJNM_01602	CDS	333				hypothetical protein
MBNEHJNM_01603	CDS	1341	ffh		COG0541	Signal recognition particle protein
MBNEHJNM_01604	CDS	273	rpsP		COG0228	30S ribosomal protein S16
MBNEHJNM_01605	CDS	246				hypothetical protein
MBNEHJNM_01606	CDS	387				hypothetical protein
MBNEHJNM_01607	CDS	525	rimM			Ribosome maturation factor RimM
MBNEHJNM_01608	CDS	732	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
MBNEHJNM_01609	CDS	348	rplS		COG0335	50S ribosomal protein L19
MBNEHJNM_01610	CDS	849	rbgA		COG1161	Ribosome biogenesis GTPase A
MBNEHJNM_01611	CDS	768	rnhB	3.1.26.4	COG0164	Ribonuclease HII
MBNEHJNM_01612	CDS	1704				hypothetical protein
MBNEHJNM_01613	CDS	282	flhB_1		COG1377	Flagellar biosynthetic protein FlhB
MBNEHJNM_01614	CDS	1158	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
MBNEHJNM_01615	CDS	903	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
MBNEHJNM_01616	CDS	900	dprA		COG0758	DNA processing protein DprA
